GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLCK_GRPA,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,GEOID10
"G41004700107014","2010","Oregon","41","Marion County","047","010701","4",2721.00,2721,2721,2772,"410470107014"
"G41004700107015","2010","Oregon","41","Marion County","047","010701","5",755.00,755,755,1401,"410470107015"
"G41004700107021","2010","Oregon","41","Marion County","047","010702","1",1218.00,1218,1218,1171,"410470107021"
"G41004700107022","2010","Oregon","41","Marion County","047","010702","2",2000.00,2000,2000,2464,"410470107022"
"G41004700107023","2010","Oregon","41","Marion County","047","010702","3",2206.00,2206,2206,2740,"410470107023"
"G41004700108011","2010","Oregon","41","Marion County","047","010801","1",1186.00,1186,1186,1210,"410470108011"
"G41004700108012","2010","Oregon","41","Marion County","047","010801","2",1015.00,1015,1015,987,"410470108012"
"G41004700108013","2010","Oregon","41","Marion County","047","010801","3",1354.00,1354,1354,1498,"410470108013"
"G41004700108014","2010","Oregon","41","Marion County","047","010801","4",703.46,703,747,692,"410470108014"
"G41004700108015","2010","Oregon","41","Marion County","047","010801","5",1454.00,1454,1454,1605,"410470108015"
"G41004700108021","2010","Oregon","41","Marion County","047","010802","1",1450.00,1450,1450,1386,"410470108021"
"G41004700108022","2010","Oregon","41","Marion County","047","010802","2",1062.00,1062,1062,1164,"410470108022"
"G41004700108023","2010","Oregon","41","Marion County","047","010802","3",1138.00,1138,1138,1136,"410470108023"
"G41004700108024","2010","Oregon","41","Marion County","047","010802","4",1709.00,1709,1709,2354,"410470108024"
"G41004909701001","2010","Oregon","41","Morrow County","049","970100","1",2261.00,2261,2261,2343,"410499701001"
"G41004909701002","2010","Oregon","41","Morrow County","049","970100","2",1565.00,1560,1565,1495,"410499701002"
"G41004909701003","2010","Oregon","41","Morrow County","049","970100","3",920.00,920,920,822,"410499701003"
"G41004909701004","2010","Oregon","41","Morrow County","049","970100","4",1509.00,1509,1509,1657,"410499701004"
"G41004909701005","2010","Oregon","41","Morrow County","049","970100","5",1342.00,1342,1351,1680,"410499701005"
"G41004909702001","2010","Oregon","41","Morrow County","049","970200","1",695.00,686,695,633,"410499702001"
"G41004909702002","2010","Oregon","41","Morrow County","049","970200","2",552.00,545,552,533,"410499702002"
"G41004909702003","2010","Oregon","41","Morrow County","049","970200","3",584.00,584,584,566,"410499702003"
"G41004909702004","2010","Oregon","41","Morrow County","049","970200","4",547.00,547,547,556,"410499702004"
"G41004909702005","2010","Oregon","41","Morrow County","049","970200","5",475.00,475,475,447,"410499702005"
"G41004909702006","2010","Oregon","41","Morrow County","049","970200","6",545.00,545,545,441,"410499702006"
"G41005100001001","2010","Oregon","41","Multnomah County","051","000100","1",614.00,614,614,686,"410510001001"
"G41005100001002","2010","Oregon","41","Multnomah County","051","000100","2",867.00,867,867,940,"410510001002"
"G41005100001003","2010","Oregon","41","Multnomah County","051","000100","3",629.00,629,629,694,"410510001003"
"G41005100001004","2010","Oregon","41","Multnomah County","051","000100","4",883.19,817,886,1035,"410510001004"
"G41005100001005","2010","Oregon","41","Multnomah County","051","000100","5",689.00,689,689,880,"410510001005"
"G41005100001006","2010","Oregon","41","Multnomah County","051","000100","6",629.00,629,629,691,"410510001006"
"G41005100001007","2010","Oregon","41","Multnomah County","051","000100","7",891.00,891,891,1001,"410510001007"
"G41005100002001","2010","Oregon","41","Multnomah County","051","000200","1",973.00,973,973,961,"410510002001"
"G41005100002002","2010","Oregon","41","Multnomah County","051","000200","2",1872.00,1872,1872,1977,"410510002002"
"G41005100002003","2010","Oregon","41","Multnomah County","051","000200","3",1414.00,1414,1414,1508,"410510002003"
"G41005100002004","2010","Oregon","41","Multnomah County","051","000200","4",1342.65,1282,1344,1331,"410510002004"
"G41005100003011","2010","Oregon","41","Multnomah County","051","000301","1",882.00,882,882,880,"410510003011"
"G41005100003012","2010","Oregon","41","Multnomah County","051","000301","2",1250.00,1250,1250,1592,"410510003012"
"G41005100003013","2010","Oregon","41","Multnomah County","051","000301","3",1370.00,1370,1370,1428,"410510003013"
"G41005100003014","2010","Oregon","41","Multnomah County","051","000301","4",1093.00,1093,1093,1141,"410510003014"
"G41005100003021","2010","Oregon","41","Multnomah County","051","000302","1",1108.00,1108,1108,1146,"410510003021"
"G41005100003022","2010","Oregon","41","Multnomah County","051","000302","2",1220.00,1220,1220,1345,"410510003022"
"G41005100003023","2010","Oregon","41","Multnomah County","051","000302","3",797.00,797,797,854,"410510003023"
"G41005100003024","2010","Oregon","41","Multnomah County","051","000302","4",1201.68,1101,1207,1287,"410510003024"
"G41005100003025","2010","Oregon","41","Multnomah County","051","000302","5",1039.00,1039,1039,1061,"410510003025"
"G41005100003026","2010","Oregon","41","Multnomah County","051","000302","6",1282.00,1282,1282,1016,"410510003026"
"G41005100004011","2010","Oregon","41","Multnomah County","051","000401","1",1057.00,1057,1057,1151,"410510004011"
"G41005100004012","2010","Oregon","41","Multnomah County","051","000401","2",650.00,650,650,677,"410510004012"
"G41005100004013","2010","Oregon","41","Multnomah County","051","000401","3",906.00,906,906,977,"410510004013"
"G41005100004014","2010","Oregon","41","Multnomah County","051","000401","4",610.00,610,610,613,"410510004014"
"G41005100004021","2010","Oregon","41","Multnomah County","051","000402","1",1346.00,1346,1346,1326,"410510004021"
"G41005100004022","2010","Oregon","41","Multnomah County","051","000402","2",970.00,970,970,985,"410510004022"
"G41005100004023","2010","Oregon","41","Multnomah County","051","000402","3",1111.00,1111,1111,1166,"410510004023"
"G41005100005011","2010","Oregon","41","Multnomah County","051","000501","1",762.00,762,762,845,"410510005011"
"G41005100005012","2010","Oregon","41","Multnomah County","051","000501","2",960.00,960,960,922,"410510005012"
"G41005100005013","2010","Oregon","41","Multnomah County","051","000501","3",949.00,949,949,1040,"410510005013"
"G41005100005014","2010","Oregon","41","Multnomah County","051","000501","4",996.00,996,996,925,"410510005014"
"G41005100005021","2010","Oregon","41","Multnomah County","051","000502","1",851.00,851,851,1023,"410510005021"
"G41005100005022","2010","Oregon","41","Multnomah County","051","000502","2",685.00,685,685,648,"410510005022"
"G41005100005023","2010","Oregon","41","Multnomah County","051","000502","3",917.00,917,917,954,"410510005023"
"G41005100005024","2010","Oregon","41","Multnomah County","051","000502","4",1066.00,1066,1066,1154,"410510005024"
"G41005100005025","2010","Oregon","41","Multnomah County","051","000502","5",778.00,778,778,782,"410510005025"
"G41005100006011","2010","Oregon","41","Multnomah County","051","000601","1",1873.00,1873,1873,1980,"410510006011"
"G41005100006012","2010","Oregon","41","Multnomah County","051","000601","2",918.00,918,918,940,"410510006012"
"G41005100006013","2010","Oregon","41","Multnomah County","051","000601","3",1033.00,1033,1033,1130,"410510006013"
"G41005100006014","2010","Oregon","41","Multnomah County","051","000601","4",1112.00,1112,1112,1318,"410510006014"
"G41005100006021","2010","Oregon","41","Multnomah County","051","000602","1",836.00,836,836,947,"410510006021"
"G41005100006022","2010","Oregon","41","Multnomah County","051","000602","2",1657.00,1657,1657,1737,"410510006022"
"G41005100006023","2010","Oregon","41","Multnomah County","051","000602","3",1060.00,1060,1060,1164,"410510006023"
"G41005100006024","2010","Oregon","41","Multnomah County","051","000602","4",1206.00,1206,1206,1271,"410510006024"
"G41005100007011","2010","Oregon","41","Multnomah County","051","000701","1",1340.00,1340,1340,1285,"410510007011"
"G41005100007012","2010","Oregon","41","Multnomah County","051","000701","2",887.00,887,887,877,"410510007012"
"G41005100007013","2010","Oregon","41","Multnomah County","051","000701","3",1257.00,1257,1257,1168,"410510007013"
"G41005100007014","2010","Oregon","41","Multnomah County","051","000701","4",912.00,912,912,924,"410510007014"
"G41005100007021","2010","Oregon","41","Multnomah County","051","000702","1",1126.00,1126,1126,1177,"410510007021"
"G41005100007022","2010","Oregon","41","Multnomah County","051","000702","2",1239.00,1239,1239,1168,"410510007022"
"G41005100007023","2010","Oregon","41","Multnomah County","051","000702","3",1330.00,1330,1330,1251,"410510007023"
"G41005100007024","2010","Oregon","41","Multnomah County","051","000702","4",1228.00,1228,1228,1162,"410510007024"
"G41005100008011","2010","Oregon","41","Multnomah County","051","000801","1",1177.00,1177,1177,1214,"410510008011"
"G41005100008012","2010","Oregon","41","Multnomah County","051","000801","2",1166.00,1166,1166,1118,"410510008012"
"G41005100008013","2010","Oregon","41","Multnomah County","051","000801","3",1108.00,1108,1108,1095,"410510008013"
"G41005100008014","2010","Oregon","41","Multnomah County","051","000801","4",1105.00,1105,1105,1091,"410510008014"
"G41005100008021","2010","Oregon","41","Multnomah County","051","000802","1",816.00,816,816,772,"410510008021"
"G41005100008022","2010","Oregon","41","Multnomah County","051","000802","2",822.00,822,822,855,"410510008022"
"G41005100008023","2010","Oregon","41","Multnomah County","051","000802","3",1432.00,1432,1432,1393,"410510008023"
"G41005100008024","2010","Oregon","41","Multnomah County","051","000802","4",1530.00,1530,1530,1506,"410510008024"
"G41005100009011","2010","Oregon","41","Multnomah County","051","000901","1",962.00,962,962,1013,"410510009011"
"G41005100009012","2010","Oregon","41","Multnomah County","051","000901","2",922.00,922,922,985,"410510009012"
"G41005100009013","2010","Oregon","41","Multnomah County","051","000901","3",890.00,890,890,848,"410510009013"
"G41005100009014","2010","Oregon","41","Multnomah County","051","000901","4",1014.00,1014,1014,1044,"410510009014"
"G41005100009021","2010","Oregon","41","Multnomah County","051","000902","1",2051.00,2051,2051,1997,"410510009021"
"G41005100009022","2010","Oregon","41","Multnomah County","051","000902","2",1143.00,1143,1143,1092,"410510009022"
"G41005100009023","2010","Oregon","41","Multnomah County","051","000902","3",1264.00,1264,1264,1393,"410510009023"
"G41005100010001","2010","Oregon","41","Multnomah County","051","001000","1",804.00,804,804,797,"410510010001"
"G41005100010002","2010","Oregon","41","Multnomah County","051","001000","2",1200.00,1200,1200,1256,"410510010002"
"G41005100010003","2010","Oregon","41","Multnomah County","051","001000","3",1155.74,1154,1176,1230,"410510010003"
"G41005100010004","2010","Oregon","41","Multnomah County","051","001000","4",803.00,803,803,769,"410510010004"
"G41005100010005","2010","Oregon","41","Multnomah County","051","001000","5",1252.00,1252,1252,1301,"410510010005"
"G41005100011011","2010","Oregon","41","Multnomah County","051","001101","1",656.26,636,658,708,"410510011011"
"G41005100011012","2010","Oregon","41","Multnomah County","051","001101","2",1279.00,1279,1279,1412,"410510011012"
"G41005100011021","2010","Oregon","41","Multnomah County","051","001102","1",1330.00,1330,1330,1334,"410510011021"
"G41005100012011","2010","Oregon","41","Multnomah County","051","001201","1",1065.00,1065,1065,1066,"410510012011"
"G41005100012012","2010","Oregon","41","Multnomah County","051","001201","2",1093.00,1093,1093,1140,"410510012012"
"G41005100012013","2010","Oregon","41","Multnomah County","051","001201","3",1106.00,1106,1106,1061,"410510012013"
"G41005100012014","2010","Oregon","41","Multnomah County","051","001201","4",1304.00,1304,1304,1598,"410510012014"
"G41005100012021","2010","Oregon","41","Multnomah County","051","001202","1",1062.00,1062,1062,1190,"410510012021"
"G41005100012022","2010","Oregon","41","Multnomah County","051","001202","2",1061.00,1061,1061,1133,"410510012022"
"G41005100012023","2010","Oregon","41","Multnomah County","051","001202","3",866.00,866,866,909,"410510012023"
"G41005100013011","2010","Oregon","41","Multnomah County","051","001301","1",809.00,809,809,912,"410510013011"
"G41005100013012","2010","Oregon","41","Multnomah County","051","001301","2",661.00,661,661,742,"410510013012"
"G41005100013013","2010","Oregon","41","Multnomah County","051","001301","3",818.00,818,818,848,"410510013013"
"G41005100013014","2010","Oregon","41","Multnomah County","051","001301","4",1333.00,1333,1333,1300,"410510013014"
"G41005100013021","2010","Oregon","41","Multnomah County","051","001302","1",750.00,750,750,855,"410510013021"
"G41005100013022","2010","Oregon","41","Multnomah County","051","001302","2",947.00,947,947,990,"410510013022"
"G41005100013023","2010","Oregon","41","Multnomah County","051","001302","3",1033.00,1033,1033,1101,"410510013023"
"G41005100014001","2010","Oregon","41","Multnomah County","051","001400","1",1047.00,1047,1047,1012,"410510014001"
"G41005100014002","2010","Oregon","41","Multnomah County","051","001400","2",1002.00,1002,1002,1024,"410510014002"
"G41005100014003","2010","Oregon","41","Multnomah County","051","001400","3",1133.00,1133,1133,1304,"410510014003"
"G41005100014004","2010","Oregon","41","Multnomah County","051","001400","4",627.00,627,627,626,"410510014004"
"G41005100014005","2010","Oregon","41","Multnomah County","051","001400","5",805.00,805,805,713,"410510014005"
"G41005100015001","2010","Oregon","41","Multnomah County","051","001500","1",1447.00,1447,1447,1459,"410510015001"
"G41005100015002","2010","Oregon","41","Multnomah County","051","001500","2",1005.00,1005,1005,1014,"410510015002"
"G41005100015003","2010","Oregon","41","Multnomah County","051","001500","3",777.00,777,777,798,"410510015003"
"G41005100016011","2010","Oregon","41","Multnomah County","051","001601","1",855.00,855,855,885,"410510016011"
"G41005100016012","2010","Oregon","41","Multnomah County","051","001601","2",809.00,809,809,805,"410510016012"
"G41005100016013","2010","Oregon","41","Multnomah County","051","001601","3",1421.00,1421,1421,1194,"410510016013"
"G41005100016014","2010","Oregon","41","Multnomah County","051","001601","4",1404.00,1404,1404,1395,"410510016014"
